인덱스,장학금명,재단,장학종류,선발인원,장학혜택,선발대상,신청기간,조회수
2824,의왕시 인재육성장학 (2020년 하반기),의왕시인재육성재단,장학금,총 12명 선발,장학금지급 : 최대 150만원,대학생,2020. 08. 03. (월) ~ 2020. 08. 07. (금),조회 : 959
2825,경상남도 남명학사 입사생 선발 (2020년 2학기),경상남도 남명학사,기숙사/주거지원,총 748명 선발,거주 지원 : 최대 -만원,"대학생, 전문대생",2020. 07. 27. (월) ~ 2020. 08. 09. (일),조회 : 590
2826,강서구 SNS 서포터즈 모집,강서구,"장학프로그램, 기타장학",총 15명 선발,활동 지원 : 최대 -만원,"대학생, 기타/일반",2020. 07. 20. (월) ~ 2020. 08. 10. (월),조회 : 628
2827,하남문화재단 SNS 크리에이터 모집,하남문화재단,"장학프로그램, 기타장학",인원 미정,활동 지원 : 최대 -만원,"대학생, 기타/일반",2020. 07. 21. (화) ~ 2020. 08. 10. (월),조회 : 542
2828,소셜마케팅 영상 크리에이터 교육,송파구,취업연계/산학장학,인원 미정,기타혜택 : 최대 100만원,"대학생, 기타/일반",2020. 07. 20. (월) ~ 2020. 08. 16. (일),"조회 : 1,326"
2829,몽은장학재단 장학 (2020년 2학기),몽은장학재단,장학금,인원 미정,장학금지급 : 최대 200만원,"대학생, 전문대생, 대학원생",2020. 07. 21. (화) ~ 2020. 08. 17. (월),"조회 : 3,762"
2830,예천군민장학 (2020년),예천군민장학회,장학금,총 60명 선발,장학금지급 : 최대 200만원,"초등학생, 중학생, 고등학생, 대학생, 기타/일반",2020. 07. 27. (월) ~ 2020. 08. 21. (금),조회 : 496
2832,정인욱학술장학재단 NRC 장학 (2020년),정인욱학술장학재단,장학금,총 40명 선발,장학금지급 : 최대 100만원,"고등학생, 대학생, 전문대생, 대학원생",2020. 08. 03. (월) ~ 2020. 08. 12. (수),"조회 : 2,072"
2833,가톨릭대 성심동문장학 (2020년 2학기),성심동문장학재단,장학금,총 9명 선발,장학금지급 : 최대 100만원,"대학생, 대학원생",2020. 07. 27. (월) ~ 2020. 08. 07. (금),조회 : 525
2834,석일장학회 삼육대 장학 (2020년 2학기),석일장학회,장학금,총 0명 선발,장학금지급 : 최대 -만원,대학생,2020. 07. 20. (월) ~ 2020. 08. 12. (수),"조회 : 1,129"
2835,경남 청년동아리 활동 지원,경상남도,기타장학,총 -명 선발,기타혜택 : 최대 100만원,기타/일반,2020. 07. 27. (월) ~ 2020. 08. 14. (금),조회 : 617
2836,The가꿈 대학생 멘토링 장학,한국지역아동센터연합회,"장학금, 장학프로그램",총 50명 선발,장학금지급 : 최대 340만원,대학생,2020. 07. 31. (금) ~ 2020. 08. 09. (일),"조회 : 2,626"
2837,피칭문화협회 IR피칭디렉터(2급) 강사양성과정,사단법인 한국피칭문화협회,기타장학,총 10명 선발,기타혜택 : 최대 -만원,"대학생, 전문대생, 대학원생, 기타/일반",2020. 07. 27. (월) ~ 2020. 08. 17. (월),"조회 : 1,538"
2842,수원시 생활장학,수원시장학재단,장학금,총 200명 선발,장학금지급 : 최대 100만원,대학생,"(1차) 2020. 08. 05. (수) ~ 2020. 08. 11. (화)
(2차) 2020. 09. 07. (월) ~ 2020. 09. 11. (금)","조회 : 1,463"
2843,영월장학회 복학생 장학 (2020년 2학기),영월장학회,장학금,총 5명 선발,장학금지급 : 최대 -만원,대학생,2020. 08. 03. (월) ~ 2020. 08. 14. (금),"조회 : 1,018"
2845,기아자동차 상생협력 장학,기아자동차,장학금,총 130명 선발,장학금지급 : 최대 200만원,"대학생, 전문대생",2020. 07. 30. (목) ~ 2020. 09. 25. (금),"조회 : 3,936"
2846,피칭문화협회 1인 크리에이터 입문과정,사단법인 한국피칭문화협회,기타장학,총 10명 선발,기타혜택 : 최대 -만원,"대학생, 전문대생, 대학원생, 기타/일반",2020. 07. 27. (월) ~ 2020. 08. 31. (월),"조회 : 1,602"
2847,양천구 청년 희망일자리사업,양천구,"근로장학, 기타장학",총 48명 선발,근로비/수당 : 최대 -만원,기타/일반,2020. 08. 03. (월) ~ 2020. 08. 14. (금),조회 : 462
2848,한국소방시설협회 장학,한국소방시설협회,장학금,총 45명 선발,장학금지급 : 최대 100만원,"대학생, 전문대생",2020. 07. 31. (금) ~ 2020. 08. 13. (목),"조회 : 1,000"
2849,제주도 학자금대출 이자지원 (2020년 상반기),제주특별자치도,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생, 대학원생, 기타/일반",2020. 07. 15. (수) ~ 2020. 09. 29. (화),조회 : 268
2850,제물포고 졸업생 등불장학 (2020년),인천중학교 제물포고등학교 총동창회,장학금,총 5명 선발,"장학금지급 : 최대 1,000만원","대학생, 전문대생, 대학원생, 기타/일반",2020. 08. 03. (월) ~ 2020. 09. 29. (화),조회 : 451
2851,전남 숨은인재 발굴대회,전남인재평생교육진흥원,장학금,총 100명 선발,"장학금지급 : 최대 4,800만원","중학생, 고등학생, 대학생, 전문대생",2020. 07. 16. (목) ~ 2020. 09. 11. (금),"조회 : 1,229"
2852,횡성군 열정키움장학 (2020년),횡성군,장학금,총 20명 선발,장학금지급 : 최대 200만원,"고등학생, 대학생, 기타/일반","(1차) 2020. 08. 03. (월) ~ 2020. 08. 14. (금)
(2차) 2020. 08. 10. (월) ~ 2020. 08. 21. (금)",조회 : 686
2853,화성문화재단 영상 서포터즈,화성시문화재단,"장학프로그램, 기타장학",총 5명 선발,기타혜택 : 최대 -만원,"대학생, 기타/일반",2020. 08. 03. (월) ~ 2020. 08. 16. (일),조회 : 542
2854,원주시 인재육성 장학 (2020년),원주시,장학금,총 30명 선발,장학금지급 : 최대 200만원,"고등학생, 대학생",2020. 08. 18. (화) ~ 2020. 08. 25. (화),조회 : 838
2855,정읍시민장학재단 장학 (2020년),정읍시민장학재단,장학금,총 124명 선발,장학금지급 : 최대 220만원,"고등학생, 대학생, 전문대생",2020. 08. 21. (금) ~ 2020. 08. 28. (금),조회 : 532
2856,선한목자교회 장학,선한목자교회,장학금,총 45명 선발,장학금지급 : 최대 -만원,"고등학생, 대학생",2020. 08. 02. (일) ~ 2020. 08. 16. (일),"조회 : 1,004"
2857,충북인재양성재단 장학 (2020년 하반기),충북인재양성재단,장학금,총 545명 선발,장학금지급 : 최대 200만원,"초등학생, 중학생, 고등학생, 대학생",2020. 08. 10. (월) ~ 2020. 09. 04. (금),"조회 : 1,048"
2858,인천 중구 월디장학 (2020년),인천광역시 중구,장학금,총 94명 선발,장학금지급 : 최대 400만원,"고등학생, 대학생, 전문대생",2020. 08. 10. (월) ~ 2020. 08. 21. (금),조회 : 769
2859,사단법인우리 성남시 장학,사단법인 우리,장학금,총 10명 선발,장학금지급 : 최대 150만원,"고등학생, 대학생",2020. 08. 05. (수) ~ 2020. 08. 25. (화),조회 : 859
2860,인천 재직청년 월세 지원,인천광역시,기숙사/주거지원,총 400명 선발,거주 지원 : 최대 80만원,기타/일반,2020. 08. 10. (월) ~ 2020. 08. 24. (월),조회 : 550
2861,영광군 원전주변지역 장학 (2020년),영광군,장학금,인원 미정,장학금지급 : 최대 100만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생",2020. 08. 05. (수) ~ 2020. 08. 26. (수),조회 : 319
2862,광양시 백운장학 (2020년),(재)백운장학회,장학금,총 554명 선발,장학금지급 : 최대 250만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 대학원생, 기타/일반",2020. 08. 01. (토) ~ 2020. 08. 31. (월),조회 : 646
2863,광주 동구 인재육성장학 (2020년),광주광역시 동구,장학금,총 56명 선발,장학금지급 : 최대 200만원,"고등학생, 대학생",2020. 08. 03. (월) ~ 2020. 08. 31. (월),조회 : 592
2864,2020 대한민국 인재상,한국과학창의재단,장학금,총 100명 선발,장학금지급 : 최대 250만원,"고등학생, 대학생, 기타/일반",2020. 07. 31. (금) ~ 2020. 08. 31. (월),"조회 : 3,630"
2865,서울 희망플러스 장학,서울장학재단,장학금,총 270명 선발,장학금지급 : 최대 150만원,"대학생, 전문대생",2020. 08. 18. (화) ~ 2020. 09. 02. (수),"조회 : 2,731"
2866,앨트웰 민초장학 21기,앨트웰 민초장학재단,장학금,인원 미정,기타혜택 : 최대 210만원,대학생,2020. 09. 01. (화) ~ 2020. 09. 25. (금),"조회 : 4,277"
2867,한국로타리 장학 (2020년 2학기),한국로타리장학문화재단,장학금,인원 미정,장학금지급 : 최대 200만원,"고등학생, 대학생, 전문대생, 대학원생, 기타/일반",2020. 08. 03. (월) ~ 2020. 09. 29. (화),"조회 : 9,295"
2873,성남시 청년 프로젝트 지원,성남시,"장학프로그램, 기타장학",총 -명 선발,기타혜택 : 최대 200만원,기타/일반,2020. 08. 12. (수) ~ 2020. 09. 06. (일),조회 : 539
2875,한국마사회 장학관 입사생 모집 (2020년 2학기),렛츠런재단,기숙사/주거지원,총 18명 선발,거주 지원 : 최대 -만원,"대학생, 전문대생",2020. 07. 24. (금) ~ 2020. 09. 30. (수),"조회 : 1,412"
2876,예술인 의료비 지원,한국예술인복지재단,기타장학,인원 미정,기타혜택 : 최대 300만원,기타/일반,2020. 07. 31. (금) ~ 2020. 11. 06. (금),조회 : 626
2877,대전 예술인 의료비 지원,대전문화재단,기타장학,인원 미정,기타혜택 : 최대 500만원,기타/일반,2020. 06. 16. (화) ~ 2020. 11. 30. (월),조회 : 406
2878,소방안전장학 (2020년),한국소방안전원,장학금,총 200명 선발,장학금지급 : 최대 100만원,"대학생, 전문대생",2020. 10. 05. (월) ~ 2020. 10. 16. (금),"조회 : 1,758"
2879,안산시 등록금 반값 지원 (2020년 2학기),안산시,장학금,인원 미정,장학금지급 : 최대 100만원,"대학생, 전문대생",2020. 08. 18. (화) ~ 2020. 11. 30. (월),조회 : 976
2882,서울제주도민회 장학,서울제주특별자치도민회,장학금,인원 미정,장학금지급 : 최대 -만원,대학생,2020. 08. 05. (수) ~ 2020. 08. 25. (화),"조회 : 1,004"
2883,현대모비스 연구장학 (2020년 하반기),현대자동차그룹,"취업연계/산학장학, 기타장학",인원 미정,장학금지급 : 최대 -만원,대학원생,2020. 08. 17. (월) ~ 2020. 08. 31. (월),"조회 : 1,255"
2884,해항회 장학,해항회,장학금,총 10명 선발,장학금지급 : 최대 100만원,대학생,2020. 08. 17. (월) ~ 2020. 08. 26. (수),"조회 : 1,507"
2887,구로구 청년 예술인 지원,구로구,기타장학,인원 미정,기타혜택 : 최대 200만원,"청년, 기타/일반",2020. 08. 13. (목) ~ 2020. 08. 27. (목),조회 : 341
2889,공무원연금공단 대여학자금 (2020년 2학기),공무원연금공단,대출지원,인원 미정,대출 지원 : 최대 -만원,대학생,2020. 07. 20. (월) ~ 2020. 10. 23. (금),"조회 : 1,156"
2890,선원가족 장학 (2020년 하반기),한국선원복지고용센터,장학금,총 108명 선발,장학금지급 : 최대 300만원,"고등학생, 대학생, 전문대생","(1차) 2020. 09. 01. (화) ~ 2020. 09. 29. (화)
(2차) 2020. 10. 05. (월) ~ 2020. 10. 16. (금)",조회 : 639
2891,서암윤세영재단 장학,서암윤세영재단,장학금,인원 미정,장학금지급 : 최대 -만원,대학생,2020. 09. 14. (월) ~ 2020. 09. 21. (월),"조회 : 3,114"
2892,경기도 온라인 미디어 예술지원,경기문화재단,기타장학,인원 미정,"장학금지급 : 최대 5,000만원",기타/일반,2020. 08. 25. (화) ~ 2020. 09. 08. (화),조회 : 752
2893,제 34회 효령장학,(사)청권사,장학금,총 300명 선발,장학금지급 : 최대 100만원,"대학생, 전문대생",2020. 08. 05. (수) ~ 2020. 09. 10. (목),"조회 : 2,789"
2894,금천미래 장학 (2020년),금천미래장학회,장학금,총 77명 선발,장학금지급 : 최대 170만원,"초등학생, 중학생, 고등학생",2020. 08. 31. (월) ~ 2020. 09. 04. (금),조회 : 885
2895,2020년 천안사랑장학,천안사랑장학재단,장학금,총 478명 선발,장학금지급 : 최대 120만원,"초등학생, 중학생, 고등학생, 대학생",2020. 08. 31. (월) ~ 2020. 09. 08. (화),"조회 : 1,194"
2896,여수농협 조합원 장학,여수농협,장학금,총 00명 선발,장학금지급 : 최대 100만원,"대학생, 전문대생",2020. 08. 20. (목) ~ 2020. 08. 31. (월),조회 : 410
2897,수도권 소상공인 자녀 장학,한국사회복지관협회,장학금,총 6명 선발,장학금지급 : 최대 100만원,"대학생, 전문대생",2020. 08. 20. (목) ~ 2020. 08. 28. (금),조회 : 652
2898,복권기금 꿈사다리 SOS 장학,한국장학재단,장학금,총 50명 선발,장학금지급 : 최대 35만원,"중학생, 고등학생","(1차) 2020. 08. 31. (월) ~ 2020. 09. 11. (금)
(2차) 2020. 09. 28. (월) ~ 2020. 10. 13. (화)","조회 : 3,307"
2899,광주시 빛고을장학 (2020년),빛고을장학재단,장학금,총 217명 선발,장학금지급 : 최대 150만원,"중학생, 고등학생, 대학생, 전문대생",2020. 08. 21. (금) ~ 2020. 09. 16. (수),"조회 : 1,414"
2900,2020년 양천구 장학,양천구,장학금,총 57명 선발,장학금지급 : 최대 150만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생",2020. 08. 10. (월) ~ 2020. 09. 04. (금),조회 : 811
2901,수원시장학재단 장학,수원시장학재단,장학금,총 1696명 선발,장학금지급 : 최대 50만원,"초등학생, 중학생, 고등학생",2020. 08. 31. (월) ~ 2020. 09. 04. (금),조회 : 942
2902,중소기업 취업연계 장학 (2020년 2학기),한국장학재단,장학금,인원 미정,장학금지급 : 최대 -만원,"대학생, 전문대생","(1차) 2020. 08. 26. (수) ~ 2020. 09. 09. (수)
(2차) 2020. 10. 05. (월) ~ 2020. 10. 16. (금)","조회 : 1,160"
2903,목암과학 해외 장학 (2020년),목암과학장학재단,"장학금, 연수/연구장학",총 10명 선발,장학금지급 : 최대 -만원,"대학생, 전문대생, 대학원생",2020. 08. 21. (금) ~ 2020. 09. 13. (일),조회 : 786
2904,포항시장학회 장학 (2020년),포항시장학회,장학금,총 337명 선발,장학금지급 : 최대 200만원,"대학생, 전문대생",2020. 08. 25. (화) ~ 2020. 09. 18. (금),조회 : 559
2905,강남구 청년 동아리 지원,강남구,기타장학,총 -명 선발,기타혜택 : 최대 500만원,"청년, 기타/일반",2020. 08. 21. (금) ~ 2020. 09. 03. (목),조회 : 347
2907,홍성사랑장학회 장학 (2020년),홍성사랑장학회,장학금,총 202명 선발,장학금지급 : 최대 300만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생",2020. 09. 14. (월) ~ 2020. 09. 18. (금),조회 : 548
2908,충남 한울타리 장학,충청남도인재육성재단,장학금,총 30명 선발,장학금지급 : 최대 200만원,대학생,2020. 09. 03. (목) ~ 2020. 09. 24. (목),"조회 : 1,229"
2910,제 23회 두을장학,두을장학재단,장학금,총 30명 선발,장학금지급 : 최대 -만원,대학생,2020. 09. 01. (화) ~ 2020. 10. 06. (화),"조회 : 3,422"
2911,충남뿌리내림 장학(2020년 하반기),충청남도인재육성재단,장학금,총 25명 선발,장학금지급 : 최대 300만원,"대학생, 전문대생",2020. 09. 02. (수) ~ 2020. 09. 17. (목),조회 : 895
2912,동산장학회 새터민장학(2020년 하반기),동산장학회,장학금,총 0명 선발,장학금지급 : 최대 800만원,대학생,2020. 08. 18. (화) ~ 2020. 09. 25. (금),"조회 : 1,033"
2913,당진화력장학회 장학 (2020년),당진화력장학회,장학금,인원 미정,장학금지급 : 최대 300만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생",2020. 09. 07. (월) ~ 2020. 09. 25. (금),조회 : 784
2914,충남희망드림 장학 (2020년 하반기),충청남도인재육성재단,장학금,총 106명 선발,장학금지급 : 최대 150만원,"대학생, 전문대생",2020. 07. 16. (목) ~ 2020. 09. 28. (월),조회 : 853
2918,대구 달서구 인재육성장학 (2020년 하반기),달서인재육성장학재단,장학금,총 60명 선발,장학금지급 : 최대 230만원,"초등학생, 중학생, 고등학생, 대학생",2020. 09. 14. (월) ~ 2020. 09. 29. (화),조회 : 610
2919,한국국토정보공사 장학 (2020년 2학기),한국국토정보공사,장학금,총 44명 선발,장학금지급 : 최대 100만원,"대학생, 전문대생",2020. 08. 24. (월) ~ 2020. 09. 04. (금),"조회 : 1,290"
2920,강북구 문화예술 프로젝트 지원,강북문화재단,"장학프로그램, 기타장학",인원 미정,기타혜택 : 최대 350만원,기타/일반,2020. 08. 24. (월) ~ 2020. 09. 07. (월),조회 : 401
