idx,scholarship_name,foundation,scholarship_type,recruit,benefit,target,period,memo
4415,농림축산식품부 대학 장학금 (2022년 1학기),농어촌희망재단,장학금,"총 2,800명 선발",장학금지급 : 최대 -만원,"대학생, 전문대생",2021. 12. 20. (월) ~ 2022. 01. 05. (수),"2021.12.20(월)~2022.1.5(수) 농어촌희망재단에서는 2022.1학기 농림축산식품부 대학장학생을 선발합니다. 청년창업농육성장학금(등록금 100%지원+학업장려금200만원), 농식품인재장학금(등록금범위내 250만원 지원), 농업인자녀장학금(학자금 지원구간에 따라 차등지급)합니다. 간편히 스마트폰으로도 신청 해보세요 ^^"
4416,고창군장학재단 장학 (2021년),고창군장학재단,장학금,총 00명 선발,장학금지급 : 최대 250만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 대학원생",2021. 12. 01. (수) ~ 2021. 12. 10. (금),"고창군장학재단에서 고창군 출신 초등학생, 중학생, 고등학생, 대학생, 전문대생, 대학원생에게 최대 150만원을 지원하는 장학금입니다."
4417,부산 문화예술 지원사업,부산문화재단,기타장학,인원 미정,기타혜택 : 최대 400만원,기타/일반,2021. 11. 24. (수) ~ 2021. 12. 14. (화),부산문화재단에서 부산 예술가와 예술단체의 문화예술 창작활성화 및 창작활동 기반조성을 위해 지원하는 사업입니다
4418,동래구 안락2동 충렬장학 (2021년),충렬장학회,장학금,총 10명 선발,장학금지급 : 최대 100만원,"고등학생, 대학생",2021. 12. 03. (금) ~ 2021. 12. 17. (금),"충렬장학회에서 관내 거주 고등학생, 대학생 중 장래가 촉망되는 장학생을 선발하여, 지역교육 발전과 우수 인재를 양성하는 사업입니다."
4419,임실군 학원비 지원 장학,임실군 애향장학회,장학금,총 107명 선발,기타혜택 : 최대 -만원,"초등학생, 중학생",2021. 12. 15. (수) ~ 2021. 12. 17. (금),임실군애향장학회에서 2022년도 상반기 임실봉황인재학당 학원위탁 프로그램 수강생 선발계획을 다음과 같이 공고합니다
4420,월간 드림장학금 : 오히려 좋아 장학금,드림스폰,"장학금, 드림장학",총 5명 선발,기타혜택 : 최대 20만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 대학원생, 청년, 기타/일반",2021. 12. 07. (화) ~ 2021. 12. 21. (화),새로운 시도와 도전에 대한 불안과 걱정을 오히려 좋아 라는 마음을 가지고 저희도 지금 시작하려고 합니다. 드림스폰 오히려 좋아 장학금과 시작을 함께해 주세요.
4421,보은군민장학회 예체능 장학 (2021년),보은군민장학회,장학금,인원 미정,장학금지급 : 최대 100만원,"초등학생, 중학생, 고등학생, 대학생",2021. 12. 03. (금) ~ 2021. 12. 20. (월),보은군민장학회에서 보은군 출신 초·중·고·대학생에게 최대 100만원을 지원하는 장학금입니다
4422,대한감리회 장학 (2022년 전반기),기독교대한감리회,장학금,인원 미정,장학금지급 : 최대 120만원,"대학생, 전문대생, 대학원생",2021. 11. 22. (월) ~ 2022. 01. 28. (금),기독교대한감리회 장학재단은 감리교회와 한국사회 미래에 희망이 되는 인재를 지원하는 장학금입니다.
4423,소망교회 소망장학 (2022년),소망교회,장학금,총 00명 선발,장학금지급 : 최대 400만원,"대학생, 대학원생",2021. 12. 27. (월) ~ 2022. 01. 13. (목),소망교회는 하나님 나라 확장과 국가사회에 공헌을 책임지는 리더를 지원하는 장학금입니다.
4424,위드다문화 장학 (2021년),위드다문화,장학금,총 00명 선발,장학금지급 : 최대 150만원,"중학생, 고등학생, 대학생, 대학원생",2022. 01. 01. (토) ~ 2022. 01. 31. (월),위드다문화에서 다문화가족 학생 중 대한민국의 구성원으로서 사회에 함께 기여하고 싶은 자를 지원하는 장학금입니다
4425,보호종료아동 생활안정 지원사업,아름다운재단,기타장학,총 20명 선발,기타혜택 : 최대 300만원,기타/일반,2021. 11. 29. (월) ~ 2021. 12. 19. (일),아름다운재단과 한국사회복지관협의회는 코로나로 인해 경제적 어려움을 겪고 있는 보호종료아동들의 안정적인 사회정착과 자립을 위해 생활안정금과 라이프업 네트워크 활동을 지원합니다
4426,삼성드림클래스 (2022년 1학기),삼성 드림클래스,"장학금, 장학프로그램, 근로장학",총 000명 선발,"장학금지급 : 최대 -만원
근로비/수당 : 최대 -만원","대학생, 대학원생",2021. 12. 06. (월) ~ 2021. 12. 20. (월),교육 여건이 부족한 중학생들에게 꿈과 희망을 심어 주고 학업의지를 고취시키고자하는 방과후 주중·주말교실 프로그램에 대학생 멘토를 모집하고 있습니다.
4427,백암재단 서울 주거지원 (2022년),백암재단,기숙사/주거지원,총 41명 선발,거주 지원 : 최대 -만원,"대학생, 대학원생",2021. 12. 07. (화) ~ 2021. 12. 26. (일),"백암복지재단에서 서울로 진학한 대학생 및 대학원생에게 보증금 및 임대료를 지원해주어, 주거비용과 통학에 대한 부담을 덜어주기 위해 지원하는 사업입니다."
4428,저소득 스포츠 유망주 지원 장학 (2022년),아이들과미래재단,장학금,총 8~15명 선발,장학금지급 : 최대 300만원,"초등학생, 중학생, 고등학생",2021. 12. 08. (수) ~ 2021. 12. 29. (수),메르세데스-벤츠와 아이들과미래재단에서 국내 취약계층 아동·청소년스포츠 유망주들이 체육 인재로 성장할 수 있도록 지원하는 장학금입니다.
4429,대전시 소상공인 일상회복자금,대전광역시,기타장학,인원 미정,기타혜택 : 최대 200만원,기타/일반,"(1차) 2021. 11. 17. (수) ~ 2021. 12. 31. (금)
(2차) 2021. 12. 01. (수) ~ 2021. 12. 31. (금)",대전광역시에서 거리두기 방역조치 장기화에 따라 생존권의 직접적 영향으로 한계에 이른 소상공인의 위기 극복을 위해 지원하는 사업입니다
4430,이른둥이 재활치료 지원사업,아름다운재단,기타장학,총 35명 선발,기타혜택 : 최대 320만원,기타/일반,2021. 12. 06. (월) ~ 2022. 01. 07. (금),아름다운재단에서 푸르메재단과 협력하여 만 7세 이하 장애미등록 이른둥이를 지원하는 사업입니다
4431,월정김용복 장학 (2022년),용복장학회,장학금,인원 미정,장학금지급 : 최대 -만원,대학생,2022. 01. 03. (월) ~ 2022. 01. 10. (월),학업에 대한 열정과 능력은 지녔지만 경제적으로 어려운 학생 중 건전한 사고와 단정한 품행으로 타의 모범이 되는 학생들을 지원하는 장학금입니다.
4432,교보생명 희망다솜장학 (2022년),교보교육재단,장학금,총 20명 선발,"장학금지급 : 최대 1,600만원",대학생,2021. 12. 08. (수) ~ 2022. 01. 16. (일),교보교육재단에서 어려운 환경 속에서 대학에 진학하여 미래 희망을 설계하는 청소년들을 지원하는 장학금입니다.
4433,경기푸른미래관 입사생 선발 (2022년),경기푸른미래관,기숙사/주거지원,총 000명 선발,거주 지원 : 최대 -만원,"대학생, 전문대생",2022. 01. 10. (월) ~ 2022. 02. 09. (수),"경기푸른미래관에서 대학생에게 안전하고 쾌적한 숙식 면학환경을 제공하여 장차 지역사회와 국가발전, 인류사회에 공헌할 인재를 지원하는 사업입니다."
4434,보은군 유망선수 장학 (2021년),보은군,장학금,총 20명 선발,장학금지급 : 최대 50만원,"초등학생, 중학생, 고등학생",2021. 12. 10. (금) ~ 2021. 12. 17. (금),보은군에서 어려운 여건 속에서 선수 생활을 하는 우수 선수를 지원하는 장학금입니다.
4436,문암장학문화재단 군인자녀 장학,문암장학문화재단,장학금,총 7명 선발,장학금지급 : 최대 100만원,"초등학생, 중학생, 고등학생, 대학생",2021. 12. 03. (금) ~ 2021. 12. 23. (목),문암장학문화재단에서 현역군인 중 공상 및 장애가정의 초중고대학생 자녀를 지원하는 사업입니다
4439,암환자가정 자녀장학,아이들과미래재단,장학금,인원 미정,기타혜택 : 최대 -만원,"초등학생, 중학생, 고등학생",2021. 12. 10. (금) ~ 2021. 12. 20. (월),"아이들과 미래재단에서 서울, 경기, 인천지역의 저소득층 암환자 가정의 자녀에게 교육비를 지원하는 장학사업입니다"
4440,부산 사상구 장학 (2022년),부산사상구장학회,장학금,총 78명 선발,장학금지급 : 최대 300만원,고등학생,2021. 12. 15. (수) ~ 2022. 01. 07. (금),부산사상구장학회에서 꿈과 희망을 가지고 우리 사상의 미래를 엮어 나갈 희망인 지역인재를 지원하는 장학금입니다
4441,해동과학문화재단 해동장학 (2022년),해동과학문화재단,장학금,총 0명 선발,장학금지급 : 최대 1000만원,대학생,2021. 12. 11. (토) ~ 2022. 01. 10. (월),해동과학문화재단에서 면학 의욕이 높고 학업성적이 우수하나 경제여건으로 학업에 어려움을 겪고 있는 학생을 지원하는 장학금입니다.
4442,평택시 장학관 입사생 모집 (2022년),평택시,기숙사/주거지원,총 150명 선발,거주 지원 : 최대 -만원,"대학생, 전문대생",2022. 01. 01. (토) ~ 2022. 01. 12. (수),평택시 출신 서울진학 대학생의 수학편의를 위해 기숙시설을 제공하는 평택시의 지원사업입니다.
4443,더라이트핸즈 대학생 장학 (2022년),(사)더 라이트 핸즈,장학금,총 10~15명 선발,"장학금지급 : 최대 1,000만원",대학생,2022. 01. 03. (월) ~ 2022. 01. 13. (목),"더 라이트 핸즈에서 국내 4년제 대학 2~4학년에게 최대 1,000만원을 지원하는 장학금입니다."
4444,지구촌 신학장학 (2022년 1학기),지구촌교회,장학금,총 00명 선발,장학금지급 : 최대 200만원,"중학생, 고등학생, 대학생, 대학원생, 기타/일반",2022. 01. 03. (월) ~ 2022. 01. 18. (화),지구촌교회에서 교우들과 지역사회를 위한 인재 발굴 및 글로벌 리더 양성을 위해 장학생을 선발하는 사업입니다.
4445,선재장학회 장학 (2022년),선재장학회,장학금,총 40명 선발,장학금지급 : 최대 200만원,"대학생, 전문대생, 대학원생",2021. 12. 27. (월) ~ 2022. 01. 20. (목),"선재장학회에서 학업성적이 우수하고 품행이 단정하며, 타의 모범이 되는 학생을 지원하는 장학금입니다."
4446,우인장학재단 장학 (2022년),우인장학재단,장학금,총 70명 선발,장학금지급 : 최대 -만원,"중학생, 고등학생, 대학생, 대학원생",2022. 01. 03. (월) ~ 2022. 02. 16. (수),우인장학재단에서 중학생·고등학생·대학(원)생에게 최대 학자금 전액을 지원하는 장학금입니다.
4447,대한국토·도시계획학회 장학,대한국토·도시계획장학회,장학금,총 1명 선발,장학금지급 : 최대 100만원,대학생,2021. 12. 08. (수) ~ 2022. 01. 21. (금),대한민국의 국토 미래를 책임질 도시 관련 학과 재학생들에게 주는 장학금입니다.
4448,대한국토·도시계획학회 학산 박병주 장학,대한국토·도시계획장학회,장학금,총 1명 선발,장학금지급 : 최대 150만원,대학원생,2021. 12. 08. (수) ~ 2022. 01. 21. (금),대한민국의 국토 미래를 책임질 도시 관련 학과 대학원 석사 혹은 박사 과정생들에게 주는 장학금입니다.
4449,대한국토·도시계획학회 지역균형발전 장학,대한국토·도시계획장학회,장학금,총 3명 선발,장학금지급 : 최대 150만원,"대학생, 대학원생",2021. 12. 08. (수) ~ 2022. 01. 21. (금),대한민국의 국토 미래를 이끌 학생들에게 지원하는 장학금입니다.
4450,부산시 수영구 - 장학,수영구장학재단,장학금,총 50명 선발,장학금지급 : 최대 200만원,"중학생, 고등학생, 대학생",2021. 12. 01. (수) ~ 2022. 01. 21. (금),부산시 수영구 지역사회 및 국가발전의 초석이 될 지역 우수인재 발굴·육성을 위한 장학금입니다.
4451,천안시 저소득가정 대학 첫 등록금 - 지원,풀뿌리희망재단,장학금,총 11명 선발,장학금지급 : 최대 100만원,"고등학생, 기타/일반",2021. 12. 08. (수) ~ 2022. 01. 14. (금),천안시에 거주하고 있는 학생들 중 2022년 대학 입학 예정인 학생들에게 지원하는 장학금입니다.
4452,수도권 저소득가정 꿈나무 장학,아이들과미래재단,장학금,총 0명 선발,"장학금지급 : 최대 120만원
기타혜택 : 최대 -만원","초등학생, 중학생",2021. 12. 17. (금) ~ 2021. 12. 27. (월),"아이들과미래재단에서 경제적인 이유로 꿈을 포기하는 아동, 청소년들을 지원하는 사업입니다"
4453,제 27회 이한열 장학 (2022년 1학기),(사)이한열기념사업회,장학금,총 10명 선발,장학금지급 : 최대 150만원,"대학생, 전문대생",2021. 12. 16. (목) ~ 2021. 12. 31. (금),"이한열기념사업회에서 우리 사회의 민주화를 위해 기여한 자의 가족과 사회적 약자, 이한열 정신을 이어받아 활동하는 자를 지원하는 장학금입니다."
4454,드림스폰 채용,드림스폰,취업연계/산학장학,총 1명 선발,기타혜택 : 최대 협의만원,"청년, 기타/일반",2021. 12. 18. (토) ~ 2021. 12. 30. (목),드림스폰에서 함께할 분을 모십니다.
4456,한성 노벨 영·수재 장학 (2022년),한성 손재한 장학회,장학금,총 200명 선발,장학금지급 : 최대 1000만원,고등학생,2022. 01. 06. (목) ~ 2022. 01. 13. (목),대한민국의 과학 기술 발전과 미래를 책임질 한성 노벨 영·수재를 발굴하기 위해 장학금을 지급하는 한성손재한장학회의 장학사업입니다.
4457,강화군 장학관 입사생 선발 (2022년),강화군,기숙사/주거지원,총 187명 선발,거주 지원 : 최대 -만원,"대학생, 전문대생, 대학원생","(1차) 2021. 12. 29. (수) ~ 2022. 01. 19. (수)
(2차) 2021. 12. 30. (목) ~ 2022. 01. 19. (수)",강화군에서 수도권 대학에 진학한 대학(원)생에게 학업상의 제반편의를 제공함으로써 지역사회 및 국가 발전에 기여할 중추적인 인재를 지원하는 사업입니다.
