id,activity_name,company_type,institution,target,app_period,activity_period,recruit,prefer,activity_benefit,interests,fields,,,,,,,,,,,
101443,2nd H.eco Awards | 제2회 헤럴드 에코어워드,-,(주)헤럴드,-,-,-,0명,모두 지원 가능,-,,,,,,,,,,,,,
101446,"[고용노동부 IT취업교육] 프로젝트 기반 핀테크 서비스 자바 개발자 9, 10월",기타,아이티윌 부산교육센터,"대학생, 직장인/일반인",22.8.29 ~ 22.9.22,22.9.22 ~ 23.3.15,30명,컴퓨터 활용능력,"실무 교육, 수료증 및 인증서","교육, 과학/공학/기술/IT","강연, 기타",,,,,,,,,,,
101449,국제청년센터 런던지부 청년 설립단원 모집,비영리단체/협회/재단,국제청년센터,대학생,22.8.29 ~ 상시모집,22.8.29 ~ 23.1.15,00명,기타,"행사 참여, 수료증 및 인증서","문화/역사, 사회공헌/교류","봉사단-해외, 기타",,,,,,,,,,,
101453,[국립중앙도서관] 1인 미디어 아카데미 <지식 크리에이터 양성과정 기초반>,중소기업,(주) 캡슐미디어,대상 제한 없음,22.8.29 ~ 22.9.18,22.10.5 ~ 22.10.28,16명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","실무 교육, 수료증 및 인증서","디자인/사진/예술/영상, 콘텐츠",강연,,,,,,,,,,,
101456,유아성폭력예방인형극 자원봉사자 모집,비영리단체/협회/재단,굿네이버스 경기서부지부,"대학생, 직장인/일반인",22.8.29 ~ 23.4.11,22.9.1 ~ 22.12.31,00명,"휴학 중/시간 투자 가능, 타 대외활동 경험",활동비,교육,"강연, 봉사단-국내",,,,,,,,,,,
101459,[하안종합사회복지관] 어르신 자서전 제작 활동 자원봉사자 모집,비영리단체/협회/재단,하안종합사회복지관,"청소년, 대학생",22.8.29 ~ 22.9.28,22.9.17 ~ 22.11.30,20명,기타,봉사활동시간,"사회공헌/교류, 기타","봉사단-국내, 서포터즈",,,,,,,,,,,
101466,커리어 플래닝 「내가 디자인 하는 JOB」,기타,디노마드,대상 제한 없음,22.8.26 ~ 22.9.18,22.9.25 ~ 22.9.25,20명,기타,"전문가/임직원 멘토링, 행사 참여",교육,강연,,,,,,,,,,,
101468,♥로컬크리에이터 대학생 여행기자단 ＜여담기자단 4기＞모집♥,중소기업,스마트관광신문,대학생,22.8.29 ~ 22.9.16,22.10.1 ~ 23.3.31,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험","실무 교육, 수료증 및 인증서","여행/호텔/항공, 언론/미디어","마케터, 기자단",,,,,,,,,,,
101469,2022 디지털기반 섬유패션 아카데미21기 교육생 모집,비영리단체/협회/재단,부산섬유패션산업연합회,대상 제한 없음,22.8.29 ~ 22.9.15,22.9.20 ~ 22.10.13,0명,기타,"실무 교육, 수료증 및 인증서","교육, 경영/컨설팅/마케팅","서포터즈, 멘토링",,,,,,,,,,,
101472,MBC Drama Creative Staff 6기 모집,중견기업,주식회사 문화방송,대상 제한 없음,22.8.26 ~ 22.9.9,22.10.19 ~ 23.1.31,0명,기타,"활동비, 수료증 및 인증서","언론/미디어, 디자인/사진/예술/영상","서포터즈, 멘토링",,,,,,,,,,,
101476,"[국립중앙도서관] 청년 북튜버 특강 <청년, 북튜버 시장에서 살아남기>",중소기업,(주) 캡슐미디어,대상 제한 없음,22.8.29 ~ 22.9.21,22.9.28 ~ 22.9.28,200명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",전문가/임직원 멘토링,"디자인/사진/예술/영상, 콘텐츠",강연,,,,,,,,,,,
101490,2022 충무로영화제-감독주간 자원활동가 모집,비영리단체/협회/재단,중구문화재단,"대학생, 직장인/일반인",22.8.16 ~ 22.9.16,22.10.27 ~ 22.11.2,00명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","행사 참여, 봉사활동시간","문화/역사, 행사/페스티벌","봉사단-국내, 서포터즈",,,,,,,,,,,
101508,[수강료0원] K-디지털 트레이닝 | 프로그래밍 게임개발 양성자 안내,중소기업,(주)JJENC / 예일직업전문학교,대상 제한 없음,22.8.29 ~ 22.9.30,22.9.23 ~ 23.4.13,30명,"콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능","실무 교육, 수료증 및 인증서","과학/공학/기술/IT, 콘텐츠","강연, 멘토링",,,,,,,,,,,
101509,제3회 국토교통부×스타트업×청년재단 '커피챗' 참여자 모집_모빌리티 서비스,비영리단체/협회/재단,재단법인 청년재단,"대학생, 직장인/일반인",22.8.28 ~ 22.9.1,-,30명,"파워블로거/SNS, 취재/인터뷰/기사 경험, 기타",사은품 지급,"교육, 창업/자기계발",강연,,,,,,,,,,,
101510,AI인터뷰 무료 체험 및 개인별 맞춤 진단 안내,기타,서울글로벌창업인재허브,대상 제한 없음,22.8.29 ~ 22.12.16,22.12.16 ~ 22.12.16,00명,기타,"행사 참여, 수료증 및 인증서","창업/자기계발, 기타",기타,,,,,,,,,,,
101514,"?2022 콘텐츠 창의인재동반사업 오픈 특강 ""문화콘텐츠 산업의 변화, 트렌드 따라잡기"" (22.09.16)?",중소기업,(주)알비더블유,대상 제한 없음,22.8.29 ~ 22.9.16,22.9.16 ~ 22.9.16,0명,기타,전문가/임직원 멘토링,"교육, 콘텐츠","강연, 멘토링",,,,,,,,,,,
101515,자이 온라인LIVE 요가 서포터즈 모집!!,중소기업,주식회사 자이,대상 제한 없음,22.8.26 ~ 22.9.4,22.9.13 ~ 22.10.16,00명,"파워블로거/SNS, 기타","전문가/임직원 멘토링, 행사 참여","체육/헬스, 뷰티/미용/화장품","서포터즈, 마케터",,,,,,,,,,,
101523,가장 쉽고 빠른 주린이 탈출! <주식 기초 과정>,중소기업,한국증권인재개발원,대상 제한 없음,22.7.29 ~ 22.9.20,22.9.26 ~ 22.10.27,00명,"파워블로거/SNS, 멘토링/수업 진행 경험, 휴학 중/시간 투자 가능","실무 교육, 전문가/임직원 멘토링","교육, 경제/금융","강연, 멘토링",,,,,,,,,,,
101524,2022 인천포크페스티벌 서포터즈 모집,중소기업,(주)몬스터레코드,"대학생, 직장인/일반인",22.8.29 ~ 22.9.12,22.9.19 ~ 22.10.16,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 타 대외활동 경험","행사 참여, 수료증 및 인증서",행사/페스티벌,서포터즈,,,,,,,,,,,
101525,"""깨비시장 가는 날 [차없DAY]"" 행사 차량통제 자원봉사자 모집",공공기관/공기업,목3동 도시재생 현장지원센터,대상 제한 없음,22.8.29 ~ 22.9.2,22.9.3 ~ 22.9.3,4명,기타,봉사활동시간,"문화/역사, 행사/페스티벌",봉사단-국내,,,,,,,,,,,
101574,2022년 PH 시민리포터 모집,비영리단체/협회/재단,포항문화재단,"대학생, 직장인/일반인",22.8.29 ~ 22.9.7,22.9.1 ~ 22.12.31,15명,기타,"활동비, 수료증 및 인증서",경영/컨설팅/마케팅,서포터즈,,,,,,,,,,,
101575,제8회 서울국제음식영화제 자원활동가 음식남녀 모집,기타,(사)서울국제음식영화제,"대학생, 직장인/일반인",22.8.19 ~ 22.9.20,22.10.20 ~ 22.10.27,0명,기타,행사 참여,요리/식품,"기타, 봉사단-국내",,,,,,,,,,,
101576,2022 충무로영화제 감독주간 자원활동가 모집,비영리단체/협회/재단,"중구문화재단, 한국영화감독조합 / 중구문화재단, 한국영화감독조합","대학생, 직장인/일반인",22.8.16 ~ 22.9.17,22.10.27 ~ 22.11.2,0명,기타,행사 참여,디자인/사진/예술/영상,봉사단-국내,,,,,,,,,,,
101577,네이처리퍼블릭 대학생 온라인 리뷰 서포터즈 네리뷰어 6기 모집,중견기업,네이처리퍼블릭,대학생,22.8.24 ~ 22.9.5,22.9.14 ~ 23.1.31,30명,"파워블로거/SNS, 기타","사은품 지급, 수료증 및 인증서",뷰티/미용/화장품,서포터즈,,,,,,,,,,,
101578,2022 구로문화재단 홍보기자단(2기) 모집,비영리단체/협회/재단,구로문화재단,직장인/일반인,22.8.29 ~ 22.9.6,22.9.27 ~ 22.12.27,4명,"파워블로거/SNS, 기타",행사 참여,"문화/역사, 디자인/사진/예술/영상",기자단,,,,,,,,,,,
101579,2022 서울국제어린이영화제 씨네키즈 기자단 모집,기타,서울국제어린이영화제,청소년,22.8.29 ~ 22.9.19,-,0명,기타,"사은품 지급, 수료증 및 인증서",디자인/사진/예술/영상,기자단,,,,,,,,,,,
101580,2022 고양가을꽃축제 SNS 꽃포터즈 모집,기타,(재)고양국제꽃박람회,"대학생, 직장인/일반인",22.8.26 ~ 22.9.5,22.9.12 ~ 22.10.10,12명,"파워블로거/SNS, 기타","행사 참여, 수료증 및 인증서",행사/페스티벌,서포터즈,,,,,,,,,,,
101581,고양문화재단 1기 서포터즈 '누리는 자' 모집,비영리단체/협회/재단,고양문화재단,대상 제한 없음,22.8.24 ~ 22.9.9,22.9.12 ~ 22.11.30,10명,"파워블로거/SNS, 기타","사은품 지급, 수료증 및 인증서",디자인/사진/예술/영상,서포터즈,,,,,,,,,,,
101582,KOMED2022 서포터즈 모집,중소기업,(주)판컴,"대학생, 직장인/일반인",22.8.30 ~ 22.9.12,22.9.13 ~ 22.10.31,20명,"파워블로거/SNS, 취재/인터뷰/기사 경험, 행사 기획 경험","사은품 지급, 수료증 및 인증서","체육/헬스, 의료/보건","서포터즈, 마케터",,,,,,,,,,,
101584,호남ICT이노베이션 대학생 기자단 모집,기타,(주)디자인주스,"대학생, 직장인/일반인",22.8.26 ~ 22.9.4,22.9.16 ~ 22.11.30,8명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험","활동비, 수료증 및 인증서","디자인/사진/예술/영상, 과학/공학/기술/IT",기자단,,,,,,,,,,,
101596,2022 전주시 도시재생 해법찾기+ 모집,-,전주시 도시재생 지원센터,-,-,-,0명,모두 지원 가능,-,,,,,,,,,,,,,
101597,[청년일다방] 마케팅 소셜 리브랜딩 스터디(~9/5),공공기관/공기업,청년일다방,"대학생, 직장인/일반인",22.8.30 ~ 22.9.5,22.9.13 ~ 22.9.27,50명,기타,"행사 참여, 수료증 및 인증서","환경/에너지, 사회공헌/교류","마케터, 기타",,,,,,,,,,,
101604,[부산] 못골골목시장 숏필름 메이킹 팀프로젝트 '못골청춘원정대',중소기업,커뮤니케이션 다움,대학생,22.8.22 ~ 22.9.4,22.9.7 ~ 22.9.15,40명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능","사은품 지급, 행사 참여","여행/호텔/항공, 디자인/사진/예술/영상","서포터즈, 기자단",,,,,,,,,,,
101606,MSI CND 서포터즈 2기 모집,외국계기업,MSI,대상 제한 없음,22.8.30 ~ 22.9.12,22.9.19 ~ 23.3.15,00명,기타,"활동비, 사은품 지급",경영/컨설팅/마케팅,"서포터즈, 마케터",,,,,,,,,,,
101628,2022 하반기 대기업 취업전략 & 신입사원을 위한 보고서/기획안/Excel 활용 특강,중소기업,루키즈 캠퍼스,"대학생, 직장인/일반인",22.8.29 ~ 22.9.19,22.9.7 ~ 22.9.28,00명,"컴퓨터 활용능력, 리더십","실무 교육, 전문가/임직원 멘토링","교육, 창업/자기계발","강연, 멘토링",,,,,,,,,,,
101631,2023 유니브엑스포 서울 학생위원장 모집(~9/21),비영리단체/협회/재단,유니브엑스포 서울,대학생,22.8.29 ~ 22.9.21,22.9.28 ~ 23.9.30,1명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 외국어, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험, 기타","행사 참여, 수료증 및 인증서","행사/페스티벌, 경영/컨설팅/마케팅",기타,,,,,,,,,,,
101637,[모집] 청소년과 함께 궁리할 궁리 서포터즈 추가 모집!,공공기관/공기업,시립 은평청소년미래진로센터,대상 제한 없음,22.8.30 ~ 모집시 마감,22.10.1 ~ 22.12.31,0명,"멘토링/수업 진행 경험, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험","행사 참여, 봉사활동시간","행사/페스티벌, 교육","서포터즈, 멘토링",,,,,,,,,,,
101640,[한국데이터산업진흥원] 데이터안심구역 분석캠프 9월 과정 오픈,중소기업,(주)컬처메이커스,대상 제한 없음,22.8.29 ~ 22.9.7,22.9.22 ~ 22.10.7,15명,기타,"실무 교육, 수료증 및 인증서","교육, 과학/공학/기술/IT",강연,,,,,,,,,,,
101643,"[웅진씽크빅 x 유데미] STARTERS(스타터스) 취업 부트캠프_2기 교육생 모집 - 프론트엔드/백엔드 (~9.14까지, 100% 인턴십)ㅣ개발자부트캠프",중견기업,(주)웅진씽크빅,대상 제한 없음,22.8.17 ~ 22.9.14,22.8.17 ~ 22.9.14,20명,기타,"입사시 혜택, 인턴쉽 기회","교육, 과학/공학/기술/IT",기타,,,,,,,,,,,
101644,[삼성 에스원] 기업맞춤형 취업과정(9/5~6),중소기업,맥시머스,직장인/일반인,22.8.30 ~ 22.9.4,22.9.5 ~ 22.9.6,00명,외국어,"사은품 지급, 전문가/임직원 멘토링","경영/컨설팅/마케팅, 과학/공학/기술/IT","멘토링, 기타",,,,,,,,,,,
101645,[BMW] 기업맞춤형 취업과정 (9/27~28),중소기업,맥시머스,직장인/일반인,22.8.30 ~ 22.9.20,22.9.27 ~ 22.9.28,00명,기타,"사은품 지급, 전문가/임직원 멘토링","과학/공학/기술/IT, 기타","멘토링, 기타",,,,,,,,,,,
101646,예술가 네트워킹 행사 <예술가 전부 모여 : 릴레이 초상화 | 예술과 표절>,비영리단체/협회/재단,한국생활예술협회,대상 제한 없음,22.8.30 ~ 22.9.2,22.9.2 ~ 22.9.2,00명,기타,"사은품 지급, 행사 참여","행사/페스티벌, 디자인/사진/예술/영상",기타,,,,,,,,,,,
101648,[새싹(SeSAC) New 금천캠퍼스 2기 인공지능과정 ] 기업데이터를 활용한 AI 취업 부트 캠프 교육생 모집,중소기업,서울산업진흥원,대상 제한 없음,22.8.19 ~ 22.10.3,22.10.17 ~ 23.2.21,25명,기타,실무 교육,기타,기타,,,,,,,,,,,
101649,빅데이터 기반 딥러닝 부트캠프 4기 수강생 모집,공공기관/공기업,알파코,직장인/일반인,22.8.27 ~ 22.9.15,22.9.28 ~ 23.3.31,32명,기타,"활동비, 전문가/임직원 멘토링","교육, 과학/공학/기술/IT",기타,,,,,,,,,,,
101653,2022년 한국해양진흥공사 대학생 기자단(해지니) 2기 모집,중소기업,(주)피스토리,대학생,22.8.26 ~ 22.9.13,22.8.26 ~ 22.9.13,18명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험","활동비, 수료증 및 인증서","언론/미디어, 과학/공학/기술/IT",기자단,,,,,,,,,,,
101660,기업 데이터를 활용한 AI 취업 부트캠프,공공기관/공기업,글로벌소프트웨어캠퍼스,직장인/일반인,22.8.26 ~ 22.10.3,22.10.17 ~ 23.2.21,25명,기타,"활동비, 전문가/임직원 멘토링","교육, 과학/공학/기술/IT",기타,,,,,,,,,,,
101661,"[안랩 장학코스] IT 기획 & 디자인, 디지털마케팅, 프론트엔드 & 백엔드 개발 과정 & 모의 서비스개발 팀활동_15기 모집",중소기업,맘이랜서,대상 제한 없음,22.8.29 ~ 22.9.21,22.9.30 ~ 22.11.26,00명,"컴퓨터 활용능력, 기타","실무 교육, 전문가/임직원 멘토링","교육, 과학/공학/기술/IT",기타,,,,,,,,,,,
101681,2022 전국 대학생 제주 요리 경연 [ 2022 SCOTY ],비영리단체/협회/재단,코리아푸드앤와인페스티벌,대학생,22.8.23 ~ 22.9.23,22.8.23 ~ 22.9.23,00명,기타,"행사 참여, 수료증 및 인증서","행사/페스티벌, 요리/식품","기타, 멘토링",,,,,,,,,,,
101682,? 2022 제6회 청년의 날 1일 서포터즈 모집 ?,비영리단체/협회/재단,사단법인 청년과미래,대학생,22.8.28 ~ 22.9.9,22.9.17 ~ 22.9.17,0명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","수료증 및 인증서, 봉사활동시간","행사/페스티벌, 콘텐츠","서포터즈, 강연",,,,,,,,,,,
101685,내집마련의 길! <부동산의 이해 및 실전 활용> 수강생 모집,중소기업,한국증권인재개발원,대상 제한 없음,22.8.1 ~ 22.9.14,22.9.21 ~ 22.11.9,00명,"파워블로거/SNS, 멘토링/수업 진행 경험, 휴학 중/시간 투자 가능","실무 교육, 전문가/임직원 멘토링","경제/금융, 정치/사회/법률","강연, 멘토링",,,,,,,,,,,
101686,비전공자가 AI 시대에 살아남는 법 : 왕초보도 배우는 빅데이터 원데이 특강! 모델 실습까지 배우는 특강을 지금 바로 신청하세요~!(~9.2까지),중견기업,(주)아시아경제,대상 제한 없음,22.8.30 ~ 22.9.2,22.9.3 ~ 22.9.3,00명,"컴퓨터 활용능력, 휴학 중/시간 투자 가능",행사 참여,"교육, 과학/공학/기술/IT","강연, 기타",,,,,,,,,,,
101693,블렌더 3D와 Daz 3D를 활용한 디지털 휴먼 제작과정,비영리단체/협회/재단,한국메타버스산업협회,대상 제한 없음,22.8.31 ~ 22.9.14,22.9.22 ~ 22.9.24,15명,"사진/영상/디자인 툴, 휴학 중/시간 투자 가능","실무 교육, 수료증 및 인증서",과학/공학/기술/IT,멘토링,,,,,,,,,,,
101697,[교육비 0원] JS프레임워크 활용 스마트웹&콘텐츠 서비스 개발자 양성과정 4기,비영리단체/협회/재단,인천일보아카데미,"대학생, 직장인/일반인",22.8.30 ~ 22.9.22,22.9.23 ~ 23.3.14,30명,"컴퓨터 활용능력, 휴학 중/시간 투자 가능","실무 교육, 전문가/임직원 멘토링",과학/공학/기술/IT,"기타, 멘토링",,,,,,,,,,,
101699,2022년 전북규제자유특구 대학생 서포터즈 모집,공공기관/공기업,전북테크노파크,대학생,22.8.31 ~ 22.9.14,22.8.31 ~ 22.9.14,8명,"파워블로거/SNS, 타 대외활동 경험","행사 참여, 수료증 및 인증서","언론/미디어, 기타","서포터즈, 기자단",,,,,,,,,,,
101702,MMO서포터즈 2기 모집,중소기업,므모 MMO,대상 제한 없음,22.8.30 ~ 22.9.9,22.9.14 ~ 22.10.11,15명,기타,"전문가/임직원 멘토링, 수료증 및 인증서","경영/컨설팅/마케팅, 과학/공학/기술/IT","멘토링, 서포터즈",,,,,,,,,,,
101705,⭐우리가 만들어가는 청년센터⭐【2022 달서청년포럼】 참여자 모집,중소기업,협동조합소이랩,대상 제한 없음,22.8.29 ~ 22.9.7,22.9.15 ~ 22.9.17,00명,"콘텐츠 기획/제작 경험, 타 대외활동 경험, 기타","사은품 지급, 수료증 및 인증서","행사/페스티벌, 창업/자기계발","강연, 기타",,,,,,,,,,,
